premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2
The girl pinched her nose.,The baby drooled on her bib.,The baby soiled her diaper.,cause,hard,2,1,test,"the girl pinched her nose.
what was the cause?
(a) the baby drooled on her bib
(b) the baby soiled her diaper",the baby soiled her diaper,copa,the baby drooled on her bib,the baby soiled her diaper
The band played their hit song.,The audience clapped along to the music.,The audience politely listened in silence.,effect,hard,1,0,test,"the band played their hit song.
what was the effect?
(a) the audience clapped along to the music
(b) the audience politely listened in silence",the audience clapped along to the music,copa,the audience clapped along to the music,the audience politely listened in silence
The girl wanted to thank her math teacher.,The girl stayed after school for detention.,The girl brought the teacher an apple.,effect,hard,2,1,test,"the girl wanted to thank her math teacher.
what was the effect?
(a) the girl stayed after school for detention
(b) the girl brought the teacher an apple",the girl brought the teacher an apple,copa,the girl stayed after school for detention,the girl brought the teacher an apple
The young campers felt scared.,Their camp counselor told them a ghost story.,They toasted marshmallows on the campfire.,cause,easy,1,0,test,"the young campers felt scared.
what was the cause?
(a) their camp counselor told them a ghost story
(b) they toasted marshmallows on the campfire",their camp counselor told them a ghost story,copa,their camp counselor told them a ghost story,they toasted marshmallows on the campfire
The man hit his head.,He got lost in thought.,He got a concussion.,effect,easy,2,1,test,"the man hit his head.
what was the effect?
(a) he got lost in thought
(b) he got a concussion",he got a concussion,copa,he got lost in thought,he got a concussion
The check I wrote bounced.,My bank account was empty.,I earned a pay raise.,cause,hard,1,0,test,"the check i wrote bounced.
what was the cause?
(a) my bank account was empty
(b) i earned a pay raise",my bank account was empty,copa,my bank account was empty,i earned a pay raise
The man's email inbox was full of spam.,He deleted the spam.,He sent out a mass email.,effect,hard,1,0,test,"the man's email inbox was full of spam.
what was the effect?
(a) he deleted the spam
(b) he sent out a mass email",he deleted the spam,copa,he deleted the spam,he sent out a mass email
The sailor was quarantined.,He was exposed to the disease.,He recovered from the disease.,cause,easy,1,0,test,"the sailor was quarantined.
what was the cause?
(a) he was exposed to the disease
(b) he recovered from the disease",he was exposed to the disease,copa,he was exposed to the disease,he recovered from the disease
The girl memorized the code.,She recited it to herself.,She forgot to write it down.,cause,hard,1,0,test,"the girl memorized the code.
what was the cause?
(a) she recited it to herself
(b) she forgot to write it down",she recited it to herself,copa,she recited it to herself,she forgot to write it down
I poured the water into the glass.,The water quenched my thirst.,The glass became full.,effect,hard,2,1,test,"i poured the water into the glass.
what was the effect?
(a) the water quenched my thirst
(b) the glass became full",the glass became full,copa,the water quenched my thirst,the glass became full
The man remained silent when his friend finishing speaking.,He wanted to offer his friend support.,He was thinking about his friend's words.,cause,hard,2,1,test,"the man remained silent when his friend finishing speaking.
what was the cause?
(a) he wanted to offer his friend support
(b) he was thinking about his friends words",he was thinking about his friends words,copa,he wanted to offer his friend support,he was thinking about his friends words
The accident was my fault.,I felt guilty.,I pressed charges.,effect,hard,1,0,test,"the accident was my fault.
what was the effect?
(a) i felt guilty
(b) i pressed charges",i felt guilty,copa,i felt guilty,i pressed charges
The chain came apart.,The chain was wrapped around a tire.,There was a broken link in the chain.,cause,easy,2,1,test,"the chain came apart.
what was the cause?
(a) the chain was wrapped around a tire
(b) there was a broken link in the chain",there was a broken link in the chain,copa,the chain was wrapped around a tire,there was a broken link in the chain
The couple decided to compromise.,They grew tired of arguing.,They avoided discussing the problem.,cause,hard,1,0,test,"the couple decided to compromise.
what was the cause?
(a) they grew tired of arguing
(b) they avoided discussing the problem",they grew tired of arguing,copa,they grew tired of arguing,they avoided discussing the problem
The woman decided to run for public office.,She hired a campaign manager.,She testified in court.,effect,hard,1,0,test,"the woman decided to run for public office.
what was the effect?
(a) she hired a campaign manager
(b) she testified in court",she hired a campaign manager,copa,she hired a campaign manager,she testified in court
The man anticipated cold weather on his trip.,He packed warm clothing in his suitcase.,He travelled with a big suitcase.,effect,hard,1,0,test,"the man anticipated cold weather on his trip.
what was the effect?
(a) he packed warm clothing in his suitcase
(b) he travelled with a big suitcase",he packed warm clothing in his suitcase,copa,he packed warm clothing in his suitcase,he travelled with a big suitcase
The student knew the answer to the question.,He raised his hand.,He goofed off.,effect,easy,1,0,test,"the student knew the answer to the question.
what was the effect?
(a) he raised his hand
(b) he goofed off",he raised his hand,copa,he raised his hand,he goofed off
The man's eyes watered.,Dust got into his eyes.,He put goggles over his eyes.,cause,hard,1,0,test,"the man's eyes watered.
what was the cause?
(a) dust got into his eyes
(b) he put goggles over his eyes",dust got into his eyes,copa,dust got into his eyes,he put goggles over his eyes
The player won five games in a row.,Her opponent accused her of cheating.,Her opponent felt sorry for her.,effect,easy,1,0,test,"the player won five games in a row.
what was the effect?
(a) her opponent accused her of cheating
(b) her opponent felt sorry for her",her opponent accused her of cheating,copa,her opponent accused her of cheating,her opponent felt sorry for her
The teacher tore up the student's exam.,He caught the student cheating.,The student's answers were incorrect.,cause,easy,1,0,test,"the teacher tore up the student's exam.
what was the cause?
(a) he caught the student cheating
(b) the students answers were incorrect",he caught the student cheating,copa,he caught the student cheating,the students answers were incorrect
I paused to stop talking.,I lost my voice.,I ran out of breath.,cause,easy,2,1,test,"i paused to stop talking.
what was the cause?
(a) i lost my voice
(b) i ran out of breath",i ran out of breath,copa,i lost my voice,i ran out of breath
The frozen food thawed.,I put it in the microwave.,I covered it with plastic wrap.,cause,easy,1,0,test,"the frozen food thawed.
what was the cause?
(a) i put it in the microwave
(b) i covered it with plastic wrap",i put it in the microwave,copa,i put it in the microwave,i covered it with plastic wrap
The employee faked sick.,He had stomach cramps.,He wanted a day off.,cause,hard,2,1,test,"the employee faked sick.
what was the cause?
(a) he had stomach cramps
(b) he wanted a day off",he wanted a day off,copa,he had stomach cramps,he wanted a day off
The girl landed in the pool.,She ran on the pool deck.,She jumped off the diving board.,cause,easy,2,1,test,"the girl landed in the pool.
what was the cause?
(a) she ran on the pool deck
(b) she jumped off the diving board",she jumped off the diving board,copa,she ran on the pool deck,she jumped off the diving board
The movie tickets sold out.,It was opening day for the movie.,The movie received poor reviews.,cause,hard,1,0,test,"the movie tickets sold out.
what was the cause?
(a) it was opening day for the movie
(b) the movie received poor reviews",it was opening day for the movie,copa,it was opening day for the movie,the movie received poor reviews
The man lost weight.,People isolated him.,People complimented him.,effect,easy,2,1,test,"the man lost weight.
what was the effect?
(a) people isolated him
(b) people complimented him",people complimented him,copa,people isolated him,people complimented him
